574 ;LP 776-46                          ;PM*;217.5055001517398 -31.4739120112072;M3V                    ;    9.2359
575 ;HD 32450                           ;** ;221.7231188382693 -33.0230091680705;K7V                    ;    8.3794
576 ;HD 32450A                          ;PM*;221.7231218872685 -33.0230121566275;K7                     ;    8.3630
577 ;HD 32450B                          ;PM*;221.7228988502076 -33.0232709514633;~                      ;    8.4157
578 ;HD 31560                           ;PM*;229.7120668134710 -36.5984709607828;K3.5Vk:                ;   18.208 
579 ;G 86-28                            ;PM*;175.0721405517745 -05.8749915476060;M3.0V                  ;   12.448 
580 ;LSR J0510+2713                     ;PM*;177.1079451081534 -07.4239200156207;M7V                    ;   10.2755
581 ;G 85-52                            ;PM*;183.6999098549292 -11.3343164196264;M0V                    ;   12.1491
582 ;* m Tau                            ;** ;183.8374564914535 -12.9351992506879;G4V                    ;   15.9172
583 ;Wolf 230                           ;** ;184.4477829444985 -13.2403388206732;M2V                    ;   11.6145
584 ;Ross 388                           ;Er*;186.7804724450869 -14.3984003808537;M3.5V                  ;   29.7907
585 ;G 97-15                            ;Er*;189.8992561278446 -17.8394983317903;M5V                    ;   10.180 
586 ;L 737-9                            ;** ;218.9066318326994 -30.6031772166811;M3.5V                  ;    9.2314
587 ;LP 777-1                           ;WD*;217.7725926148257 -30.9126905557863;DAH9                   ;   19.3485
588 ;BD-21 1074A                        ;Er*;222.4897963654102 -32.1747179405230;M2                     ;   19.828 
589 ;NAME BD-21 1074BC                  ;** ;222.4874629047 -32.1758250346      ;M3.5V                  ;    6.37  
590 ;* lam Aur                          ;PM*;167.6799952322386 +01.5409351606277;G1.5IV-VFe-1           ;   12.5625
591 ;* 111 Tau B                        ;PM*;187.1481355108444 -10.4743987616150;K4V                    ;   14.542 
592 ;2MASS J05214793+1720341            ;PM*;186.8885786715611 -10.8325895921348;M3.5                   ;   16.631 
593 ;* 111 Tau                          ;BY*;187.2007605011384 -10.2848876100154;F8V                    ;   14.579 
594 ;HD 34673B                          ;PM*;204.8413262813714 -21.8702095705659;K7V                    ;   17.2476
595 ;2MASS J05160945-0445499            ;BD*;206.07626226 -23.33230029          ;T5.5                   ;   12     
596 ;LP 717-36                          ;** ;211.501795120 -23.181832181        ;M3.5V                  ;   20.2   
597 ;PM J05243-1601                     ;** ;218.245277280 -26.310881183        ;M4.5                   ;    8     
598 ;2MASS J05233822-1403022            ;BD*;216.1584299667456 -25.6853054291635;L2.5                   ;   12.734 
599 ;LP 892-32                          ;PM*;231.4368400373591 -31.7758657327598;M5.5Ve                 ;   18.2264
600 ;HD 35854                           ;PM*;236.2429020923352 -31.1749690107861;K2/3V                  ;   17.862 
601 ;LEHPM 2-183                        ;PM*;237.2576414694017 -33.2336920905505;M8.0V                  ;   16.8151
602 ;HD 35650                           ;Ro*;243.6100607547535 -32.8878444615031;K6V                    ;   17.461 
603 ;G 98-7                             ;PM*;174.4095391604482 +00.3053553437298;M3.5V                  ;   14.6169
604 ;LP 417-213                         ;PM*;189.4067308199068 -10.2381328372678;M0.5V                  ;   17.182 
605 ;LP 417-212                         ;PM*;189.4031107015098 -10.2401795288900;K7V                    ;   17.173 
606 ;Ross 46                            ;PM*;191.5733664131146 -10.0168164843074;M3V                    ;   11.9089
607 ;V* V2689 Ori                       ;RS*;194.0066876757812 -10.9910192467925;K6V                    ;   11.425 
608 ;Ross 45A                           ;PM*;194.5984705108568 -11.9847186507502;M3.0V                  ;   22.1302
609 ;Ross 45B                           ;PM*;194.5995681618758 -11.9856651857928;M4.5V                  ;   22.156 
610 ;Ross 42                            ;Er*;194.7781686221229 -12.6653393804423;M4Ve                   ;   12.964 
611 ;G 99-10                            ;SB*;200.3822715274989 -16.9756588189966;M3.5V                  ;   21.0494
612 ;V* V371 Ori                        ;Er*;202.0172368205121 -16.2783308137663;M3.0Ve                 ;   15.783 
613 ;HD 36003                           ;PM*;206.3965564337484 -20.0336065467993;K5V                    ;   12.9283
614 ;Wolf 1450                          ;PM*;206.5182806272267 -19.6901591741368;M3                     ;   17.3128
615 ;HD 36395                           ;PM*;206.9346786306939 -19.4475592653010;M1.5Ve                 ;    5.7040
616 ;Wolf 1457                          ;PM*;211.2455942197961 -20.2318504939283;dM4.0                  ;   15.0506
617 ;LP 718-5                           ;PM*;212.9693846758588 -21.1903268673780;M6.5Ve                 ;   19.1441
618 ;LP 892-51                          ;PM*;233.9719862365966 -29.5764425572717;M3.5                   ;   15.3068
619 ;2MASS J05331130-2914199            ;*  ;233.0688025999577 -28.8655285280515;M4                     ;   63.450 
620 ;RX J0529.7-3239                    ;LM*;236.6247666086900 -30.4981203677027;M4.5                   ;   29.762 
621 ;LP 892-60                          ;PM*;235.1796654458515 -30.6995351674595;M0                     ;   40.032 
622 ;CD-42 1943                         ;** ;247.6492384064 -33.0320025672      ;M1                     ;   19.867 
623 ;SCR J0533-4257                     ;LM*;248.5958006175778 -31.8753975382989;M4.5                   ;   10.424 
624 ;V* VZ Col                          ;PM*;248.1878529418614 -32.4222459952664;M0V                    ;   19.158 
625 ;LSR J0539+4038                     ;PM*;169.3528702164526 +05.0642356179190;M8.0Ve                 ;   11.3669
626 ;G 100-28                           ;Er*;182.911862854 -03.155739173        ;M7V                    ;    7     
627 ;Ross 47                            ;BY*;193.7082012050674 -09.2120748371581;M4V                    ;    5.7911
628 ;LSPM J0540+0854                    ;Em*;196.6922588623749 -11.2906981956030;M6V                    ;   15.691 
629 ;SIPS J0539-0059                    ;BD*;205.4598648983369 -16.3333659162375;L5V                    ;   12.667 
630 ;HD 38858                           ;PM*;209.3781090576254 -15.8418398568372;G2V                    ;   15.210 
631 ;LP 658-33                          ;PM*;210.2395144626138 -16.6615665418099;M4.5V                  ;   17.5664
632 ;LP 658-44                          ;PM*;209.9044704927980 -17.8775805747976;M5.0V                  ;   12.9729
633 ;V* AK Lep                          ;BY*;226.7666557192065 -24.2681882203348;K3                     ;    8.8915
634 ;* gam Lep                          ;PM*;226.7957616617991 -24.2730976932559;F6V                    ;    8.9050
635 ;LP 893-17                          ;Er*;231.8048103422447 -25.5777152663978;~                      ;   17.859 
636 ;CD-36 2458                         ;PM*;241.7593287852894 -27.8428182458851;M1.5                   ;   14.4989
637 ;G 100-46                           ;PM*;186.6669075118281 -01.9539842944566;M4V                    ;   29.211 
638 ;G 100-50                           ;** ;188.0562132311775 -01.2829668518197;M5.0V                  ;   16.4728
639 ;* chi01 Ori                        ;RS*;188.4580468119 -02.7324804656      ;G0V                    ;    8.6994
640 ;LSR J0556+1144                     ;PM*;196.1884458736529 -06.4539869651253;M5.5V                  ;   14.2217
641 ;EGGR 290                           ;WD*;201.7526444283710 -09.6738872237572;DA8P                   ;    8.1169
642 ;EGGR 248                           ;WD*;206.1090857410502 -13.4232433653660;DQ8P                   ;   11.222 
643 ;LP 658-71                          ;PM*;208.8406217203164 -14.0316745811146;M5                     ;   22.347 
644 ;EGGR 45                            ;WD*;210.2177610078036 -14.4143820470638;DZ11                   ;    6.4417
645 ;PM J05566-1018                     ;LM*;216.1124738021729 -16.7888045284790;M3.5V                  ;   15.914 
646 ;* eta Lep                          ;PM*;219.7552843693907 -18.4713915006667;F2V                    ;   14.9572
647 ;2MASS J05591914-1404488            ;BD*;219.9781816946197 -17.7915545900004;T4.5                   ;   10.4963
648 ;LP 837-53                          ;PM*;232.2846656560427 -23.3988601292023;M2.5V                  ;   14.021 
649 ;LSR J0602+3910                     ;BD*;172.8638509451496 +08.1591258596579;L1V                    ;   11.6608
650 ;V* V1386 Ori                       ;PM*;194.0241159103393 -02.5350866043970;K0V                    ;   15.771 
651 ;BD+10 1032                         ;** ;199.10763856 -04.14876755          ;M2.5V                  ;   10.91  
652 ;G 99-49                            ;Er*;204.5623109184389 -10.1428308565486;M3.5Ve                 ;    5.2079
653 ;LP 719-10                          ;PM*;215.8080121236283 -14.9477316447914;M5.5Ve                 ;   15.3002
654 ;LP 779-10                          ;PM*;226.3354492500011 -19.6153314830324;M3.5                   ;   15.0339
655 ;HD 42581B                          ;BD*;228.61456 -18.43930                ;T6.5                   ;    5.8   
656 ;HD 42581                           ;Er*;228.6122808272455 -18.4391805455049;M1V                    ;    5.7612
657 ;LP 838-16                          ;PM*;232.1746258239247 -20.4888399167754;M3                     ;   11.402 
658 ;HD 40887                           ;** ;236.94724910 -23.81111398          ;K5V+K5V                ;   16.39  
659 ;HD 40887C                          ;** ;236.9483630024611 -23.8119994481535;K5V                    ;   18.5055
660 ;2MASS J06012552-3225117            ;Er*;238.4728698103120 -24.0232848246453;M4                     ;   27.384 
661 ;L 524-9                            ;PM*;238.8234599843299 -22.6062363125035;~                      ;   16.024 
662 ;V* AP Col                          ;Er*;240.9435958960227 -23.9895928448560;M5                     ;    8.6656
663 ;L 380-8                            ;PM*;250.6565237271789 -25.2871229600347;M4e                    ;   11.185 
664 ;* k Ori                            ;PM*;198.0337272936970 -02.0258719412724;F5V                    ;   19.588 
665 ;HD 42807                           ;RS*;199.1051708794652 -03.5054658823161;G5V                    ;   18.5994
666 ;HD 43587                           ;SB*;204.4677896479811 -05.2292201604034;G0V                    ;   19.374 
667 ;Ross 415                           ;PM*;213.2991115372868 -10.4085747145296;M3.0                   ;   25.893 
668 ;Ross 417                           ;PM*;215.2577427956428 -10.1502699040611;M3                     ;   16.8113
669 ;LP 779-34                          ;PM*;223.8658146337960 -15.2743299387461;M4.0V                  ;   12.8973
670 ;HD 43162                           ;LM*;230.8534535071292 -18.5229893586587;G6.5V                  ;   16.699 
671 ;HD 43162B                          ;** ;230.8602945356913 -18.5251805540543;M3.5                   ;   16.842 
672 ;HD 43162C                          ;PM*;230.9002139010770 -18.5333252839797;M3.5Ve                 ;   16.669 
673 ;RX J0613.2-2742                    ;** ;234.5904564533494 -20.0449656969864;M3.5                   ;   33.766 
674 ;LP 205-44                          ;Er*;173.2648753371844 +14.1938417164516;M5.84                  ;   27.849 
675 ;Ross 64                            ;PM*;189.0937461637469 +04.9473361621804;M4V                    ;    8.4942
676 ;HD 45088                           ;BY*;193.4098870948336 +03.0898897960295;K2Ve                   ;   14.617 
677 ;G 106-45                           ;PM*;210.0576222083477 -06.1904310969983;M4.5                   ;   21.9232
678 ;Ross 614                           ;Er*;212.9284419392869 -06.1865934671430;M4.5V                  ;    4.1158
679 ;TYC 6514-1723-1                    ;*  ;234.8131041700891 -17.5380076056268;~                      ;   18.858 
680 ;G 103-41                           ;PM*;182.7940675163130 +10.5110534694149;M3.5V                  ;   19.103 
681 ;HD 47752                           ;PM*;190.3391807263126 +08.5723125505476;K3.5V                  ;   17.2577
682 ;HD 260655                          ;PM*;195.6734846171088 +04.8677697509999;M0.0V                  ;    9.9976
683 ;G 110-14                           ;PM*;197.1468107787552 +05.8401487000694;M4.0V                  ;   23.813 
684 ;G 110-2                            ;PM*;200.8565788830164 +01.9227093512892;M5.00                  ;   17.6545
685 ;G 108-22                           ;PM*;208.6850690342541 -00.4090838441701;M4                     ;   15.138 
686 ;G 108-21                           ;PM*;208.6904416346479 -00.4218780238543;M3V                    ;   15.157 
687 ;BD-05 1737                         ;PM*;216.8989536259795 -05.1593138436160;M2                     ;   11.7929
688 ;* nu.02 CMa                        ;PM*;228.6883609384553 -11.7960879073198;K1.5III-IVFe1          ;   20.4712
689 ;LP 780-32                          ;** ;230.625870828 -11.911904621        ;dM4.0                  ;   11.4   
690 ;L 597-18                           ;PM*;236.0457848825496 -13.2860253609305;M3                     ;   17.223 
691 ;CD-39 2700                         ;PM*;248.6269290354501 -19.7624465205130;K8Vk                   ;   19.231 
692 ;SIPS J0641-4322                    ;BD*;252.3369985082882 -19.9833321324675;L2.4:V                 ;   19.5437
693 ;* psi05 Aur                        ;PM*;172.3556986284853 +17.5240954857201;F9V                    ;   16.611 
694 ;LAWD 23                            ;WD*;178.2886943042652 +15.4243998450845;DA2.3                  ;   17.0842
695 ;VB 16                              ;PM*;178.7891507739980 +15.5378187401583;M4                     ;   14.4504
696 ;HD 265866                          ;PM*;182.9363415701456 +15.1354340754065;M3V                    ;    5.5846
697 ;* 37 Gem                           ;*  ;190.4184914931582 +12.0638559395082;G0V                    ;   17.405 
698 ;* ksi Gem                          ;PM*;200.7393616741 +04.5019320363      ;F5IV-V                 ;   18.4538
699 ;EGGR 484                           ;WD*;210.2262640346642 +00.2439610814886;DA7.0                  ;   18.0938
700 ;HD 50281                           ;PM*;217.6368236890958 -02.1652230378824;K3.5V                  ;    8.747 
701 ;HD 50281B                          ;** ;217.6513333384723 -02.1726684016212;M2.5V                  ;    8.7495
702 ;* alf CMa B                        ;WD*;227.2316564388949 -08.8892179862002;DA1.9                  ;    2.6703
703 ;LP 839-29                          ;PM*;232.0824854258244 -10.7631407572445;M6Ve                   ;   16.678 
704 ;DENIS J065219.7-253450             ;BD*;236.0940794454715 -11.1724670155676;L0.0                   ;   16.063 
705 ;LP 255-11                          ;Er*;182.2535356712329 +17.3193203685543;M4.0Ve                 ;   13.272 
706 ;HD 266611                          ;PM*;185.5224739812290 +14.5962590333221;K5V                    ;   18.876 
707 ;EGGR 485                           ;WD*;184.6952169393854 +15.8080791318650;DC10                   ;   19.6193
708 ;2MASS J07003664+3157266            ;BD*;184.6791417434839 +15.7573223519961;L3+L6.5                ;   11.2337
709 ;HD 52711                           ;PM*;187.4376038092280 +15.3222954667128;G0V                    ;   18.9497
710 ;G 109-35                           ;PM*;196.4059700943877 +10.4010412579777;M5.0Ve                 ;    7.7527
711 ;G 108-52                           ;PM*;206.9530465206390 +06.8753575641681;M2.0V                  ;   19.378 
712 ;L 886-6                            ;WD*;219.8752091255871 -00.6254440158229;DA7.6                  ;   20.6959
713 ;HD 52919                           ;PM*;220.2653931896995 -00.6025455491073;K4V                    ;   19.1136
714 ;Ross 54                            ;SB*;223.7428637026179 -01.9541719110167;M3.5V                  ;   15.7355
715 ;UCAC4 400-021119                   ;PM*;223.5091171529508 -01.5835565935126;M5.0V                  ;   17.096 
716 ;LP 721-16                          ;PM*;226.0989625398412 -04.5639091545608;M2.5                   ;   20.2048
717 ;LP 721-17                          ;PM*;226.099287729 -04.562814711        ;M3.5                   ;   11.7   
718 ;L 671-20                           ;** ;233.8606182783316 -06.2707355203043;M2V:                   ;   17.564 
719 ;HD 52698                           ;PM*;237.3014346307735 -09.5173176018067;K1V                    ;   14.749 
720 ;L 454-9                            ;WD*;249.2963682903806 -15.7181281943870;DA8.0                  ;   16.5131
721 ;HD 53680                           ;PM*;254.0307004019983 -16.2220077239620;K6V                    ;   17.3029
722 ;HD 53705                           ;PM*;254.0840060325022 -16.2197929480363;G1.5V                  ;   17.0593
723 ;HD 53706                           ;PM*;254.0891161476210 -16.2165658291249;K0.5V                  ;   17.0596
724 ;LP 206-11                          ;** ;173.983790791 +21.681665417        ;M5.5V                  ;   12.2   
725 ;V* QY Aur                          ;SB*;178.9542717642513 +19.9049070940649;M4.5Ve                 ;    6.0527
726 ;Ross 987                           ;** ;178.7397730924644 +21.6375639927666;M0V                    ;   14.021 
727 ;G 87-32                            ;Er*;184.7796293122538 +19.2711614096958;M5V                    ;   15.2728
728 ;G 109-55                           ;PM*;190.6751900490198 +17.0897988729025;M3V                    ;   11.922 
729 ;RX J0713.1-0511                    ;PM*;220.0408130354506 +02.4463079896280;M3Ve                   ;   11.4933
730 ;LP 840-16                          ;PM*;235.1565256336672 -06.7274966729405;M2.0                   ;   16.726 
731 ;BD+33 1505                         ;PM*;185.3492648718761 +19.7928333213037;M0V                    ;   18.2252
732 ;V* V376 Gem                        ;BY*;186.9155297742352 +21.3980219794440;K2.5V                  ;   18.121 
733 ;* rho Gem                          ;PM*;187.13369930 +21.34479264          ;F1V                    ;   17.8216
734 ;G 87-36                            ;PM*;187.7506470644292 +19.6752965522428;M4V                    ;   25.6506
735 ;* del Gem                          ;SB*;195.9849199875615 +15.8850812114005;F2VkF0mF0              ;   18.598 
736 ;* del Gem B                        ;*  ;195.9855361365679 +15.8835722628126;K6V                    ;   18.535 
737 ;2MASSI J0727182+171001             ;BD*;201.27042875 +15.49289855          ;T7.0                   ;    9.1   
738 ;BD+05 1668                         ;PM*;212.3445627523984 +10.3735144475450;M3.5V                  ;    3.7860
739 ;L 744-10                           ;PM*;233.7692842672706 -00.7026063178149;M4.5                   ;   13.5191
740 ;CD-29 4446                         ;SB*;243.9409066159643 -06.0113452588660;M1Ve                   ;   15.5909
741 ;HD 59747                           ;BY*;182.0124565527960 +23.7520712102776;G5V                    ;   20.680 
742 ;Ross 989                           ;BY*;182.7776917681856 +23.3132655494524;M4.0V                  ;   11.9904
743 ;V* YY Gem                          ;BY*;187.4621873623323 +22.4784546877142;M0.5VeFe-2             ;   15.080 
744 ;LSPM J0738+2400                    ;PM*;195.7169424024872 +20.5629398470669;M2.7V                  ;   19.397 
745 ;LP 423-14                          ;PM*;202.2029790519124 +18.7001124204097;M7.0V                  ;   18.6618
746 ;G 89-32                            ;** ;211.670508893 +13.204271899        ;M4.5V                  ;    9.0   
747 ;* alf CMi B                        ;WD*;213.7025875 +13.0181154            ;DQZ                    ;    3.5   
748 ;BD+02 1729                         ;PM*;216.4864581349389 +11.6582766529636;M0.0V                  ;   15.074 
749 ;G 112-27                           ;PM*;216.9751657855913 +09.9781760961945;M2.5V                  ;   15.6241
750 ;BD-03 2002                         ;PM*;221.7721968875484 +09.1097383104067;K7V                    ;   14.086 
751 ;BD-02 2198                         ;SB*;220.8644844426021 +08.4768856173557;M1.0V                  ;   14.2298
752 ;HD 61606                           ;BY*;221.7595789007763 +09.0995627832019;K3V                    ;   14.094 
753 ;LP 783-2                           ;PM*;233.9566563825099 +02.4822995021923;M6.5Ve                 ;    9.1529
754 ;LAWD 25                            ;WD*;233.9602153372693 +02.4867604286601;DZQA6                  ;    9.1454
755 ;L 528-16                           ;PM*;245.7450733162504 -04.7110284080222;M2.5                   ;   15.412 
756 ;L 456-27                           ;PM*;249.4974045498282 -08.1542032634656;M3                     ;   15.338 
757 ;2MASS J07414920+2351275            ;BD*;196.15805350 +21.21840492          ;T5                     ;   18     
758 ;Wolf 1421                          ;PM*;200.2302046600376 +21.3152937085986;M1.5V                  ;   14.6987
759 ;2MASS J07420130+2055198            ;BD*;199.09002772 +20.17119939          ;T5                     ;   18     
760 ;LSPM J0746+2000                    ;BD*;200.43739304 +20.83940717          ;L0+L1.5                ;    8.6   
761 ;LP 423-31                          ;PM*;204.7471580768823 +20.6036426377621;M6.0V                  ;   18.8811
762 ;EGGR 426                           ;WD*;213.1295556371629 +16.3322605362392;DC9                    ;   18.1926
763 ;EGGR 427                           ;WD*;213.1340666416126 +16.3336186586324;DC9                    ;   18.1472
764 ;G 50-6                             ;PM*;214.8512722149955 +15.9573886170887;M5.08                  ;   14.7882
765 ;V* YZ CMi                          ;Er*;215.8560396542022 +13.4573387890531;M4.0Ve                 ;    5.9888
766 ;G 112-50                           ;PM*;219.9579180606113 +13.4203575549464;M4.5V                  ;    9.2722
767 ;* 212 Pup B                        ;PM*;250.2635436953623 -03.8837320960901;K3V                    ;   18.3308
768 ;VB 3                               ;WD*;248.9035995560585 -04.6752933432468;DC10                   ;   15.4278
769 ;* 171 Pup                          ;PM*;249.1080728999560 -04.8056950297647;F9V                    ;   15.2778
770 ;TYC 7645-1896-1                    ;*  ;252.8806619624573 -07.2926174241418;~                      ;  796.029 
771 ;HD 65407                           ;*  ;179.3957918737204 +29.8188447190767;G5                     ;  255.174 
772 ;2MASS J07584037+3247245            ;BD*;188.1736181647102 +27.6001778562460;T0.0+T3.5              ;   10.8779
773 ;HD 65583                           ;PM*;192.1573203484949 +26.9498387307349;K0V_Fe-1.3             ;   17.0853
774 ;2MASSI J0755480+221218             ;BD*;199.08109004 +23.62156049          ;T5.2                   ;   27.2   
775 ;HD 64468                           ;SB*;201.9936216131290 +22.3309466965138;K2.5V                  ;   20.3069
776 ;G 50-12                            ;Er*;213.9554298723421 +18.1301226408003;M5V                    ;   13.1095
777 ;G 50-16                            ;PM*;218.1500175518279 +17.2902785399660;M4V                    ;   27.3146
778 ;HD 64606                           ;SB*;221.5571320061986 +13.3417930480742;K0V                    ;   19.718 
779 ;HD 65277                           ;PM*;221.4295990900205 +14.3720901500158;K4V                    ;   17.655 
780 ;HD 65277B                          ;PM*;221.4294827017450 +14.3735109489834;~                      ;   17.623 
781 ;HD 65486                           ;PM*;243.1341740781373 +01.8808490327855;K4-V(k)                ;   18.465 
782 ;CD-24 6144                         ;PM*;242.4019072349626 +01.2974813247996;M0                     ;   17.7823
783 ;CD-33 4354                         ;PM*;250.2077101120530 -02.5130569002299;K4.5Vk:                ;   19.4183
784 ;G 90-44                            ;PM*;184.2582549140201 +30.2099451362500;M3.0V                  ;   17.6704
785 ;G 111-60                           ;PM*;185.2095317238798 +30.9406057088179;M4V                    ;   25.1052
786 ;LP 310-34                          ;LM*;189.3654496765501 +29.2247592714881;M8                     ;   18.9588
787 ;BD+26 1715                         ;*  ;195.7056580486764 +27.1859227201562;M0                     ;   18.324 
788 ;BD+21 1764                         ;Er*;201.3478459322091 +25.9242626365163;K7Ve                   ;   17.8545
789 ;BD+21 1764B                        ;SB*;201.3509452204644 +25.9249103440569;M3.0V                  ;   17.783 
790 ;HD 68834                           ;PM*;210.2377072382281 +24.2377808678476;K5V                    ;   19.2402
791 ;Ross 619                           ;PM*;214.1266977885152 +21.8550523770745;M4.5V                  ;    6.7694
792 ;G 50-21                            ;PM*;218.5838970993603 +19.4690003175070;M4V                    ;   22.035 
793 ;LP 664-13                          ;PM*;230.1968634690431 +11.7434677149385;M5                     ;   16.3242
794 ;L 674-15                           ;PM*;241.4597545731141 +06.8820292595779;M3.5V                  ;    8.1166
795 ;* rho Pup                          ;dS*;243.1483323537 +04.4018908197      ;F5IIkF2IImF5II         ;   19.4553
796 ;LP 843-16                          ;PM*;245.1719851155257 +04.9409270157699;M2                     ;   23.715 
797 ;* chi Cnc                          ;PM*;195.7840685244441 +30.4668287481810;F6V                    ;   18.2233
798 ;LSPM J0818+2333                    ;PM*;199.6984455183993 +29.0997489331446;M7e                    ;   22.5628
799 ;2MASSI J0825196+211552             ;BD*;202.7504943645061 +29.7175113155675;L7.5V                  ;   10.7991
800 ;LP 425-176                         ;PM*;206.1006791818844 +27.7429888129937;M5.0                   ;   18.2651
801 ;G 113-20                           ;PM*;221.7383312894604 +19.3746774270577;M2.0V                  ;    8.9389
802 ;HD 69830                           ;PM*;234.5634124187919 +12.8237453469394;G8:V                   ;   12.5794
803 ;EGGR 249                           ;WD*;190.2174816134561 +34.0924859606919;DA6.8                  ;   22.3887
804 ;G 51-15                            ;Er*;197.0145898552318 +32.4208148424960;M6.5Ve                 ;    3.5810
805 ;V* CU Cnc                          ;SB*;205.3700277469978 +30.4525425729023;M5Ve                   ;   16.650 
806 ;G 9-11                             ;PM*;210.5206359525569 +30.0882378805230;M3.0V                  ;   17.8216
807 ;LP 485-17                          ;LM*;215.3009033496400 +26.4271221782353;M7.5Ve                 ;   16.7209
808 ;HD 71926                           ;Ro*;224.7166531489539 +21.7727787717181;G6IV/V                 ;  103.471 
809 ;G 113-46                           ;PM*;226.4093239716908 +22.1755047095215;M3                     ;   13.4383
810 ;LP 605-23                          ;Er*;226.5536773842439 +21.5425244627038;M6Ve                   ;   20.4925
811 ;2MASS J08354256-0819237            ;BD*;233.1362084907936 +18.7212830146741;L6.5                   ;    7.2298
812 ;LP 725-15                          ;PM*;234.4595908510279 +16.6535417940173;M4                     ;   16.9752
813 ;SSSPM J0829-1309                   ;BD*;236.3892492935470 +14.6323619226156;L2                     ;   11.6821
814 ;HD 72673                           ;PM*;252.2706981584577 +04.9735525744516;K1V                    ;   12.1643
815 ;LP 321-16                          ;PM*;194.0623894053749 +35.2733700618028;M3.5                   ;   19.535 
816 ;V* AZ Cnc                          ;Er*;207.3280807575037 +32.0594391232232;M6.0V                  ;   13.5396
817 ;G 9-19                             ;PM*;207.9618254888960 +32.9375194831388;M3.5V                  ;   31.4339
818 ;HD 73667                           ;PM*;214.6241497810585 +29.2336959636811;K2V                    ;   18.4327
819 ;G 46-2                             ;PM*;217.0267242478500 +29.0639647494351;M2.5V                  ;   15.4547
820 ;BD+10 1857                         ;** ;217.0072635848 +29.0370543585      ;M1V                    ;   15.43  
821 ;LP 726-11                          ;PM*;239.8659724163221 +18.2574729716913;M2.6V                  ;   26.707 
822 ;SIPS J0847-1532                    ;BD*;241.1198880401564 +17.0758286266519;L1.5                   ;   17.388 
823 ;HD 73752                           ;SB*;245.8887011064014 +11.3140274972492;G3V+K0V                ;   19.6208
824 ;L 675-81                           ;PM*;246.7993552887810 +11.1898872895067;M3.5V                  ;   15.1798
825 ;CD-32 5613                         ;WD*;254.5349915096451 +05.5785780874790;DA5.5                  ;    8.5181
826 ;* rho01 Cnc B                      ;PM*;196.8180066700027 +37.7134456247563;M4.5V                  ;   12.554 
827 ;* rho01 Cnc                        ;PM*;196.7946531107533 +37.6988974333162;K0IV-V                 ;   12.5868
828 ;G 9-38B                            ;PM*;207.5513983376141 +36.4658616813308;M7V                    ;    5.0952
829 ;G 41-8                             ;** ;215.3681889584665 +33.3719801571835;M6V                    ;   11.654 
830 ;BD+12 1944                         ;** ;216.5651712438122 +33.1155159398479;M1V                    ;   17.021 
831 ;G 41-14                            ;SB*;220.192844817 +32.143341870        ;M3.5V                  ;    4.39  
832 ;LP 606-32                          ;WD*;229.7482938469678 +27.5829406799159;DC                     ;   18.255 
833 ;LP 666-9                           ;LM*;231.3032204959912 +25.0645239304730;M9Ve                   ;    8.6589
834 ;HD 76151                           ;PM*;233.2057845950861 +24.1642176404950;G2V                    ;   16.8465
835 ;LP 666-11                          ;PM*;235.5996548671934 +22.6833616043294;M6.0V                  ;   19.5533
836 ;2MASSI J0859254-194926             ;BD*;246.48451325 +16.79760233          ;L8                     ;   19     
837 ;LP 844-28                          ;Er*;249.1756014262817 +13.5525767623229;M4                     ;   15.6063
838 ;HD 76740                           ;*  ;254.1739197777514 +10.0988671166919;F5V                    ;   18.9320
839 ;L 532-21                           ;PM*;255.5315543744861 +09.5521925995052;M4:                    ;   18.8273
840 ;L 532-12                           ;LM*;254.5491681066102 +08.9507199384747;M4                     ;   30.163 
841 ;L 433-153                          ;** ;331.1069014560862 -70.1088705822363;M7V                    ;   17.1625
842 ;LAWD 96                            ;WD*;331.6516011044283 -71.1108105268750;DAP5.8                 ;    8.3323
843 ;HD 4378B                           ;PM*;307.0256246859156 -75.1738855484853;K7Ve                   ;   15.7294
844 ;HD 4378A                           ;PM*;307.0308535439983 -75.1742007301836;K5Ve                   ;   15.7248
845 ;HD 4378                            ;** ;307.03085264 -75.17419635          ;K5/M0V                 ;   15.82  
846 ;CD-42 469                          ;PM*;281.8244942731241 -74.2137152324152;M0Vk:                  ;   16.6952
847 ;LP 991-16                          ;WD*;281.9113486910303 -73.0936442578107;DA7H                   ;   18.4508
848 ;L 440-30                           ;PM*;245.9018203674775 -69.1086082595544;M2.5+V                 ;   15.2474
849 ;LP 941-90                          ;Er*;243.5027960315124 -67.5144992084861;~                      ;   18.7931
850 ;2MASS J21021569-3129118            ;SB*;013.3867929696213 -40.4090306606951;M4.0                   ;   47.026 
851 ;L 499-56                           ;PM*;006.4398584363643 -53.1882749204932;M3.0V                  ;    7.6676
852 ;[OHD2001] WD J2214-390             ;WD*;002.7950696354303 -55.3720346180695;DA8                    ;   18.1566
853 ;CD-42 16413                        ;Er*;344.4101527764874 -69.2240862773961;M3V                    ;   20.713 
854 ;L 362-29                           ;PM*;335.3166702724298 -73.3168106445911;M4V                    ;   12.3118
855 ;L 362-29 B                         ;BD*;335.3279112177225 -73.3129174911957;L5+L5                  ;   12.1438
856 ;LP 988-129                         ;Er*;330.0209524388060 -72.8376985490867;~                      ;   16.423 
